business_id,name,address,postal_code,latitude,longitude,review_count,is_open,attributes,categories,hours,loc
OmgnQSK3vy1oqAYXFKjaUA,High Park Pharmacy,1938 Bloor Street W,M6S 3X5,43.6531868,-79.4667844,4,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2'}","Public Services & Government, Shopping, Drugstores, Post Offices","{'Monday': '9:0-19:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-19:0', 'Thursday': '9:0-19:0', 'Friday': '9:0-19:0', 'Saturday': '9:0-17:0'}","{'type': 'Point', 'coordinates': [-79.4667844, 43.6531868]}"
pOe045d08sWNYEMwD7q0Vg,Telegramme Prints and Custom Framing,194 Ossington Avenue,M6J 2Z7,43.6486472,-79.4208159,9,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Flowers & Gifts, Cards & Stationery, Arts & Crafts, Event Planning & Services, Shopping, Framing",,"{'type': 'Point', 'coordinates': [-79.4208159, 43.6486472]}"
bSkY196y6hmpvyvma_5_dA,100% Korean Restaurant,109A Ravel Road,M2H 1T2,43.7913985,-79.366115,16,0,"{'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'quiet'"", 'OutdoorSeating': 'False', 'Alcohol': ""u'beer_and_wine'"", 'Caters': 'False', 'BikeParking': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'hipster': False, 'casual': True}"", 'HasTV': 'False', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Korean",,"{'type': 'Point', 'coordinates': [-79.366115, 43.7913985]}"
Vp8rnPx-hUnu8rDsmbAn4w,Futura Granita + Gelato,964 St Clair Ave W,M6E 1A1,43.6796718848,-79.436400421,7,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'WiFi': ""'no'""}","Desserts, Food, Ice Cream & Frozen Yogurt","{'Monday': '14:0-21:0', 'Wednesday': '14:0-21:0', 'Thursday': '14:0-21:0', 'Friday': '14:0-21:0', 'Saturday': '13:0-21:0', 'Sunday': '13:0-21:0'}","{'type': 'Point', 'coordinates': [-79.436400421, 43.6796718848]}"
v_UM-AW9YYTCbWUNa-w1Gg,Epicure City BOM,72 Gerrard Street W,M5G 1J5,43.6585131,-79.385191,137,1,"{'HasTV': 'True', 'NoiseLevel': ""u'average'"", 'BikeParking': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Caters': 'True', 'RestaurantsReservations': 'True', 'OutdoorSeating': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'RestaurantsAttire': ""u'casual'"", 'WiFi': ""u'free'"", 'Alcohol': ""u'beer_and_wine'"", 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2'}","Korean, Restaurants, Japanese, Sushi Bars, Salad","{'Monday': '11:30-22:0', 'Tuesday': '11:30-22:0', 'Wednesday': '11:30-22:0', 'Thursday': '11:30-22:0', 'Friday': '11:30-22:0', 'Saturday': '12:30-21:30'}","{'type': 'Point', 'coordinates': [-79.385191, 43.6585131]}"
SSw9-ns-sU1__m2bheIEgw,Budget Blinds,"326 Davenport Road, Suite 101",M5R 1K6,43.674886,-79.400685,3,1,"{'WheelchairAccessible': 'False', 'ByAppointmentOnly': 'True'}","Interior Design, Shades & Blinds, Home Services, Shopping, Home & Garden, Home Decor","{'Monday': '9:0-17:0', 'Tuesday': '9:0-17:0', 'Wednesday': '9:0-17:0', 'Thursday': '9:0-17:0', 'Friday': '9:0-17:0'}","{'type': 'Point', 'coordinates': [-79.400685, 43.674886]}"
hGcu2YoHxNTHSMG07Kntzg,Hero Certified Burgers - Bay & Wellesley,987 Bay St.,M5S 3C4,43.6651994,-79.3870812,28,1,"{'NoiseLevel': ""u'quiet'"", 'BikeParking': 'False', 'Alcohol': ""u'none'"", 'HasTV': 'False', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '2', 'Caters': 'False', 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsAttire': ""u'casual'"", 'RestaurantsReservations': 'False', 'RestaurantsGoodForGroups': 'False', 'WiFi': ""u'no'"", 'RestaurantsDelivery': 'False', 'BusinessParking': 'None', 'Ambience': 'None'}","Restaurants, Burgers","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-3:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}","{'type': 'Point', 'coordinates': [-79.3870812, 43.6651994]}"
4Yf6bdaOPPz2TkA-LY91Ig,Sushi Shop,175 Bloor Steet E,M4W 3R8,43.6711027964,-79.3822642102,16,1,"{'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsReservations': 'False', 'Alcohol': ""u'none'"", 'BikeParking': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsAttire': ""u'casual'""}","Restaurants, Sushi Bars",,"{'type': 'Point', 'coordinates': [-79.3822642102, 43.6711027964]}"
8f9Tl2gq78wqjtrToOTo7A,Phoenix Restaurant,2900 Warden Avenue,M1W 2S8,43.7979211345,-79.3186289817,63,1,"{'RestaurantsTableService': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""u'casual'"", 'Alcohol': ""'none'"", 'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': True, 'breakfast': True}"", 'RestaurantsTakeOut': 'True', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'RestaurantsReservations': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'HasTV': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}""}","Cafes, Chinese, Restaurants","{'Monday': '8:0-22:0', 'Tuesday': '8:0-22:0', 'Wednesday': '8:0-22:0', 'Thursday': '8:0-22:0', 'Friday': '8:0-22:0', 'Saturday': '8:0-22:0', 'Sunday': '8:0-22:0'}","{'type': 'Point', 'coordinates': [-79.3186289817, 43.7979211345]}"
enM6QaOnLOg9NiSirfRLQg,Ela & Co. Hair Studio,393 Danforth Avenue,M4K 1P1,43.6774882,-79.3516995,10,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True'}","Beauty & Spas, Hair Salons, Makeup Artists","{'Monday': '11:0-17:0', 'Tuesday': '9:0-19:0', 'Wednesday': '9:0-18:0', 'Thursday': '9:0-21:0', 'Friday': '9:0-21:0', 'Saturday': '9:0-18:0', 'Sunday': '11:0-17:0'}","{'type': 'Point', 'coordinates': [-79.3516995, 43.6774882]}"
Ep6j5qZZH8FOZgqWU8kzfw,Animal Hospital of High Park,3194 Dundas Street West,M6P 2A3,43.6656631,-79.4763911,18,1,,"Pet Sitting, Pets, Veterinarians, Pet Services","{'Monday': '8:0-19:0', 'Tuesday': '8:0-20:0', 'Wednesday': '8:0-20:0', 'Thursday': '8:0-19:0', 'Friday': '8:0-19:0', 'Saturday': '8:0-15:0'}","{'type': 'Point', 'coordinates': [-79.4763911, 43.6656631]}"
UET2RjxhUaAFIZ3uuUhQag,Sams Philly Steaks,213 Church Street,M5B 1Y7,43.655554,-79.376572,4,0,"{'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'WiFi': ""u'no'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'HasTV': 'False', 'GoodForKids': 'True', 'RestaurantsGoodForGroups': 'False'}","Mediterranean, Restaurants",,"{'type': 'Point', 'coordinates': [-79.376572, 43.655554]}"
b4XJatyFeCNAemIyF3K4Og,The Meat Department,207 Danforth Avenue,M4K 1N2,43.6765572,-79.3559501,17,1,"{'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'ByAppointmentOnly': 'False', 'RestaurantsDelivery': 'False', 'Alcohol': ""'none'"", 'RestaurantsPriceRange2': '3'}","Food, Grocery, Meat Shops, Specialty Food, Butcher","{'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-18:0', 'Sunday': '11:0-18:0'}","{'type': 'Point', 'coordinates': [-79.3559501, 43.6765572]}"
03XOAwrGH-a1BgLmrmv9RQ,Xamar Weyne,296 Rexdale Boulevard,M9W 1R6,43.7145079826,-79.5827133108,3,1,"{'Alcohol': ""u'none'"", 'RestaurantsTakeOut': 'True'}","Restaurants, African","{'Monday': '10:0-22:0', 'Tuesday': '10:0-22:0', 'Wednesday': '10:0-22:0', 'Thursday': '10:0-22:0', 'Friday': '10:0-22:0', 'Saturday': '10:0-23:0', 'Sunday': '10:0-23:0'}","{'type': 'Point', 'coordinates': [-79.5827133108, 43.7145079826]}"
BqywX5vLKwIBRaInuuZGug,Tails Up Dog Grooming,1662 Av Bayview,M4G 3C2,43.7073723,-79.3760558,5,1,,"Pet Stores, Pets, Pet Services","{'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0', 'Saturday': '9:0-16:0'}","{'type': 'Point', 'coordinates': [-79.3760558, 43.7073723]}"
IikkB8j2E-1QmujRsPh5wQ,Kayagum,5460 Yonge Street,M2N 6K7,43.7773843697,-79.4152951241,118,1,"{'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'Alcohol': ""'full_bar'"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'BikeParking': 'True', 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'HasTV': 'True', 'WiFi': ""u'no'"", 'RestaurantsGoodForGroups': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': True, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsPriceRange2': '2', 'RestaurantsDelivery': 'False', 'Caters': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Restaurants, Korean, Canadian (New), American (New)","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}","{'type': 'Point', 'coordinates': [-79.4152951241, 43.7773843697]}"
1k1Jep8-CT3LI1bG2JG6Eg,Tim Hortons,"150 John Street, Unit 102",M9N 1J8,43.6493363504,-79.390976914,4,1,"{'OutdoorSeating': 'False', 'RestaurantsPriceRange2': '1', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""'free'""}","Food, Coffee & Tea",,"{'type': 'Point', 'coordinates': [-79.390976914, 43.6493363504]}"
e5iuaVMw9EBCF1A1XDOwzg,Kew Beach Cleaners,1830 Queen Street E,M4L 1G9,43.6683088,-79.3086354,4,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '3', 'WiFi': ""u'no'""}","Local Services, Laundry Services, Dry Cleaning & Laundry",,"{'type': 'Point', 'coordinates': [-79.3086354, 43.6683088]}"
2vQgAfuW36IrAMJj_XjuvA,Mercury Organic Espresso Bar,126 Main Street,M4E 2V8,43.68305,-79.299834,4,0,"{'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False'}","Coffee & Tea, Food",,"{'type': 'Point', 'coordinates': [-79.299834, 43.68305]}"
G6aNyWVp2UjgKRidP_U2jw,La Limonada,"Toronto Spiritualist Temple, 706 College Street",M6G 1C1,43.6554002,-79.4181865,10,1,"{'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'"", 'RestaurantsReservations': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}"", 'RestaurantsDelivery': 'False'}","Food Stands, Restaurants, Food, Juice Bars & Smoothies","{'Wednesday': '11:30-19:30', 'Thursday': '11:30-19:30', 'Friday': '11:30-19:30', 'Saturday': '11:30-19:30'}","{'type': 'Point', 'coordinates': [-79.4181865, 43.6554002]}"
-eIvRc3aEvufstBumpBTPQ,Premium Health Solutions,112 Fort York Boulevard,M5V 3Z3,43.639651,-79.397833,4,1,"{'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'True'}","Beauty & Spas, Massage, Physical Therapy, Health & Medical, Nutritionists","{'Monday': '9:0-20:0', 'Tuesday': '9:0-20:0', 'Wednesday': '9:0-20:0', 'Thursday': '9:0-20:0', 'Friday': '9:0-20:0', 'Saturday': '8:0-16:0'}","{'type': 'Point', 'coordinates': [-79.397833, 43.639651]}"
